4oWZpmIxDAbfl6UZtOrhmF,04kAhmiYHbt8mAmX5t65Hs,229424,37
6S26mjM4ercFwELwQLwmnj,1fpS9LTjDGsrgLEk178EQp,427450,47
1ePuI28sGPx7ROzKZBRbqS,5hzHutt6DLPzctqvnS6Fdv,81432,45
1gGv04lig3VFrKMSmQdtUM,5HjL8Wcg8TdKTABDci2mB7,126179,50
2PpB9Qr1S1Tycgyp478v2d,3hWuWrOOgSCDkP5iqEHxMy,1339354,49
0etK33mC5asTBtxCHtb85C,6t7Gl3PNlP6DKMQmj6vwrz,202754,43
62hH81CXGCSZ2Qhg3oF6cY,3zDRCqOhJXJfS2YWOEwGMC,221440,65
116N1hxUYDqIntc9Z4mocx,0y9kZHlHvgvMQDcFAQJziR,357419,56
6Lk76CvhN1zjf46lvWSMms,2babYP9Qb1JgX69qmJckle,3469,30
5dACTdDjRqtcxRredbFxRt,5uqXYOj8qLauhMmEmpdLkl,194395,34
3KSxiKWvIhM1lPgm2sOdKz,0ZlFWfpy4rEDSAEUVCQIHf,8637,20
6tghVVbANieSAMpFpzYl8M,4avp60HMZY8XgYe7VGi4SU,209531,57
2vp35Gx72tHHOMWBFnpXIF,4TK1gDgb7QKoPFlzRrBRgR,2634064,73
260qSIxwsIYmdq3wF5ac0e,2S9W9aSAd7e5mp8WqWxN2h,1942566,61
4UIudh8OngileaL2kNiitd,40wqylYHmPn7bf8jPZrbU9,38081,42
6BiSvQgL3mDY6lXxtxFFiI,1LOFaxDBvn3YuvarTldGAe,441311,55
2Osr1484uvaGNh85VUOBzY,0DBF33ctUe4yhxKP3eTcCt,94038,47
1iGnWSs7gDf5SSBQ0XQc1M,1d1OTwxbJJfrVj5rhwqxa7,1643,13
6hjviVrLBZDJzXo5x2ak8g,0p1dYJz1E1s3WqR1NZce5S,46,0
3X5QV51sJPckdqZLvN6SPg,0rvjqX7ttXeg3mTy8Xscbt,3902980,76
453IAwB308cydiIOq7jcYr,34v5MVKeQnIo0CWYMbbrPf,658395,74
4peKgtCHxBYuJ1oKHAqtzy,4CL2XwEN05wZBGOMbrs8Ab,5694,26
6bcwrGBRQxQzvRfx2V8qLx,1LIuN7ov1IBQDdLsU83ojl,507331,72
3eZD5DZGibwxMAOaCMBg3k,41MozSoPIsD1dJM0CLPjZF,25943830,85
57cpm8JZkZn6P7mM4KyQLe,7qmf5YAQYjfjBF9C7kkjzs,218014,54
76EVvtISmG0rfw24Hnnwh1,2CSXrjJrgPq1gKgOFw3sy4,8748,31
4nmXqM9N36AASsV3ZGxwBF,74B3SJ1xNHK3VS4T9i2TvQ,407449,53
2jSpAUGZoEGldfc7huIlv5,46Jgh80vLc36SBFi9UXpcg,40671,37
0SADXPubFbFXu7ZR3M86io,6wFId9Jhuf9AKVzWboOj2B,362301,59
0OwSIR2cx1HhPVR2eWNQu1,02kJSzxNuaWGqwubyUba0Z,4947378,83
5WEGgLeXRCjorDFymSUS6I,3Fz2GbraVXhcpXnoi2Oe1r,565321,62
1zvz99lOMGkGgSlntTkM84,5ohiZZQ8HgK9L0mhpncl6p,8465,24
6pkMWrIxjjUw8eokoz5yyy,0H8k2AiKxhmf33OalpJb53,69268,35
710pIC09jMyOiDyO1vy7zx,0WP4PLxwWMBq3WWc01TBgJ,347192,39
2G8BQIWbYoSwJpgp8lcYaW,5j3htXVskZF0u8qWY5zcF8,910733,60
2hLu8L8SNfCN4yKyPdX0h3,1uNFoZAHBGtllmzznpCI3s,52343831,97
5EhI8pJIJzUDnTlCLr3kL9,5N5tQ9Dx1h8Od7aRmGj7Fi,517964,57
35i19j4Zz7WaL5KozRHjyQ,7lzordPuZEXxwt9aoVZYmG,1294535,72
2jockdEsw2U8Vf1HWBXWIc,0GWCNkPi54upO9WLlwjAHd,2273011,66
39e1gl7VaxuCev5ga7bvNq,7mnBLXK823vNxN3UWB7Gfz,3569563,74
1m7sfSkTWYZO7g4wseQGeq,7zIRO89G0FBAQtGMHO1Wa0,2329367,67
7lCPtVW9VLsn5EGuibqctU,16GcWuvvybAoaHr0NqT8Eh,1483151,65
60VtXLRUS05VhrQT5uRWa4,4UWlpzLFbNdlaRXuZeTPlH,42577,38
2h0riVSoUX1zXA9zrigl9g,79asAP6dLaLTpQ5bFsPUBq,1407,13
7BY005dacJkbO6EPiOh2wb,3ICflSq6ZgYAIrm2CTkfVP,1877314,68
1UtymFHMLElNQoEXNsSw3A,7dzq55YG3wjViqexDwiycQ,1737924,68
1PAPt6Ovo1ljOSG1enpymb,2yJwXpWAQOOl5XFzbCxLs9,1029467,65
2pGH58HmgqdOcZTTO9Po7t,3Z02hBLubJxuFJfhacLSDc,2327289,78
5421EByIO68yeuB8Vd8FCP,0oiElYQBBhWG7ywJdoa9OA,19021,39
36ko8gIEQ15y1qIrzv3bTo,4PAKf35pRSXBB1AmINfmPC,0,21
5IbTbhTcJ39ScbvpQArWUF,6XwwFnewNgWp81MYMK8zLq,178190,64
4MD4AwALUoni1MqKmU4Kbz,2d8TXKlooYDA5nz6A5yFBU,188378,46
1lkeRKDQxPXK1HkXauKuv1,1JyFYHa051bTN8BH8nWa7e,99027,39
2UiVYBid1vQKfIs4NpM14J,5SSP8GEspuEnzFcvJGABPR,28434,41
0SsV4U1HYodykwoLuZssD6,6ro6rEYx1cXJ3J4N8XEcoM,3675,20
0UZJhhKe06YYyT7sjUo74i,3Nj6wHcE9eQNkQNJ3Zudwy,2051,11
7IeXCeMdupFTApYfjHUegI,2jGuS7w8SfDzRNbxW1Lo2c,177920,46
5V37zMZPZuKZ4ZNcsUdbM5,7zIRO89G0FBAQtGMHO1Wa0,2329367,67
5i0ZnXigEjsMUEXACD2smJ,4SaxUo7mfdHBowU0llwxFd,845311,60
0V6JZbCVSePUhqNdg7i68m,4YLtscXsxbVgi031ovDDdh,3707966,79
1k3xls4mMxRv5do5nkun3S,4kYSro6naA4h99UJvo89HB,18347698,86
6PkquTvmXuL0BuHqC0nZEB,5BtHciL0e0zOP7prIHn3pP,3717969,75
3AYcFdYKSL8mVqJWwCpS60,4avp60HMZY8XgYe7VGi4SU,209531,57
3EA2bm1FrvW2HM1anselr1,4xtWjIlVuZwTCeqVAsgEXy,637934,70
4QgLCxlZGPncjgaZm2t4mx,2qXtddeMnGLeLuIfhnJY3P,215274,56
1Zd1T3T45QW6Pv8U0l0uPT,0Ludmn78UAusTsNCXgICrN,124675,55
2GPaAr882x4ZteZnxywolL,6vjCIhbLklvyaDBgCcpH57,41976,37
4gaIjYibmLawtoNWSGqbOw,1PA11Cy0SrjmwymvGS9h0C,260975,46
5NDyPVjcjK0hw2sUjjWFIO,568ZhdwyaiCyOGJRtNYhWf,4201171,71
3mtukCAgd0mE260QcBfXAX,41Q0HrwWBtuUkJc7C1Rp6K,780373,65
0TAUsvM5INMogGft54n2d1,7gOdHgIoIKoe4i9Tta6qdD,5686489,82
78LGNqVzF77MLIqcXelhYQ,1ISc8zhrqxd5WrJMkMMLSm,698039,66
15rjQH7nTcTomKwfVMd4xl,08GQAI4eElDnROBrJRGE0X,7334568,83
0fqfCsjWE9PEFWXC6fh4A8,6arRXoJBfebp5a9VKlEATa,25318,36
1ed6Wdjk7gkxI2lIYjAoJ2,26VFTg2z8YR0cCuwLzESi2,16306456,88
0OPNQ9TiBtgvy1avzJIK5O,2TbYpxb2aX80gBl9GyvlUq,15660,35
3Peret1Kvme72rctqguaJa,6JWO2kpkeZtMHP4fQxPCaV,15445,23
6Knv6wdA0luoMUuuoYi2i1,0jnsk9HBra6NMjO2oANoPY,8280233,82
7FljUc42W7DG84P9N6joWW,6zhFFESLaKmtRCQ1VVi3kw,51218,51
1aC1IBAETh2XYGOE8kCC6t,2RTUTCvo6onsAnheUk3aL9,3428421,73
5sLmKSlC5aDWhTomfobhqK,3mbX6eftyC0S5l17m31ZSW,1362896,56
3jjujdWJ72nww5eGnfs2E7,6KImCVD70vtIoJWnq6nGn3,17358825,87
7lCp5JnmbZ3LGSXEpbIRvt,5Oj5puFnNDLbUqyWtq5jJu,371018,52
6ZrMg5HC55GPJxh7YXZ9yf,3CkvROUTQ6nRi9yQOcsB50,2490810,72
0KoQsNCUF2MJ9wcmizTZYx,2x5fdOl1kpBgD74cOkzNY0,194262,54
6VAVBz8bgqqT79Vxa3LT7x,3oLI1EKsWOxXra96Zfobs0,11540,41
6Ws5Bwbkn1BTP3X5foKpdK,1i2sOJlmgkWrWx28rB17Bd,566246,65
1iYbep3pCPdQEf5GtAFOGc,6apif9UbguC36klKtjMKVL,50057,56
5M78WUOq5AjcDfLoj9yi6a,40t5KmKTi2ajyJmerMYY4C,1105253,51
5MG4mivUDbvTzXU4ywo8rx,2AiLSd9HXwfFwO9g00s2hk,65094,41
2wKpVzEMOAyMrHOr6Q8UTh,66bImbCbaJDTJi4NBtN52I,5262,31
3FX0uAMAVXEgjgb5VjxDyp,2NuiGhgNXqs0RMF9OdREwG,1519,21
2u8wqDznidaqtvbRHcHVd5,6sf7SuzRBzEQDFbmY2WarY,14367,32
1hXKclEndXeUysNBJY5a89,5fgtcrHICBqlrkHtSWWu0F,69676,40
6FpwYO96l5j4MRxj1MENeU,0AgC4Gio0ZgPXFzopW0ZTx,1912,12
7AZs298fubtYESnXDk2YdE,096an3uS6ZaK2XySae6SqP,532940,61
0wnIPcs7V0XMwtcg0yjKpg,6S0GHTqz5sxK5f9HtLXn9q,925987,63
4urcG6Nfubqsuqy3juMjBi,4M0DLz8te9Q1lNIXBBwvfG,535287,57
1wZVQturxlrx2DGSQY7c9Z,34FWq9uF6IMg6AzJdnkAsV,29,0
3JUuDvteUiJXFW1XoNcK9l,0DBF33ctUe4yhxKP3eTcCt,94038,47
4fzsfWzRhPawzqhX8Qt9F3,5K4W6rqBFWDnAN6FQUkS6x,15507935,95
0Znaqv2ilFufnltjy46HWL,6RBrMYCap7U6SZfgwSGET4,9139,35
3AvyqN8h79ws8BsxVnvpUs,2eFVsaX3yHLPeWpiqvmeFn,289627,57
65BMwjUkxIWlYvp4R6VHeb,3k68C6mNMJL6OaAdWeW2ZF,1698363,76
4E4IYliBvPWdrSmNMcuiRN,2gRP1Ezbtj3qrERnd0XasU,3151510,73
3JzYwLIGKkS0OZKdKMkxfQ,6omCd4sgdfFQBejAluiuuE,14347,31
