3ade68b6g3429fda3,Cheia de Manias,pt-br,3ade68b5g3558eda3,Raça Negra,83,Romantic,"['Romântico', 'Samba', 'Pagode', 'Axé', 'MPB', 'Regional', 'House', 'Hardcore', 'Sertanejo', 'Indie', 'Electronica', 'Bossa Nova', 'Pop', 'K-Pop/K-Rock', 'Infantil', 'Trilha Sonora', 'Black Music', 'Jovem Guarda', 'Clássico', 'Samba Enredo', 'Dance', 'Forró']","['classical','strings','violin']",0.833,0.851,7,0,0.0768,0.21,0.000174,0.303,0.776,95.011,227453,4,2019-05-31,202109,117,6.3253665317463
3ade68b8g1a06e0b3,Second Emotion (Feat. Travis Scott),en,3ade68b7g840e0ea3,Justin Bieber,8,Dance,"['Dance', 'Pop', 'Romântico', 'Rap', 'R&B', 'Black Music', 'Funk Carioca', 'Hip Hop', 'House', 'Axé', 'Funk', 'Electronica', 'Infantil', 'Country', 'MPB', 'Electro Swing', 'Blues', 'Jazz', 'Rock', 'Chillout', 'Sertanejo', 'Bossa Nova', 'Grunge', 'Psicodelia', 'Punk Rock', 'Hardcore', 'K-Pop/K-Rock', 'Folk', 'Heavy Metal', 'Hard Rock', 'Piano Rock', 'Soul Music', 'Samba Enredo', 'New Wave', 'Trip-Hop', 'Instrumental', 'Rock Alternativo', 'Soft Rock', 'Pop/Punk', 'Reggae', 'Clássico', 'Gospel/Religioso', 'Rockabilly', 'Ska', 'Industrial', 'Indie', 'Surf Music', 'World Music', 'J-Pop/J-Rock', 'Forró', 'Disco', 'Trilha Sonora', 'Gótico', 'Velha Guarda', 'Power-Pop', 'Fado', 'Pós-Punk', 'Reggaeton', 'Pop/Rock', 'Tecnopop', 'Emocore', 'Progressivo', 'Post-Rock', 'Trance', 'Tropical House', 'Regional', 'Pagode']","['techno','electronic','beat']",0.796,0.777,11,0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97,202720,4,2020-02-14,202109,133068,0.003660513039205
3ade68b8gfacec0b3,Viva o Amor,pt-br,3ade68b7g3e6e2ea3,Melim,31,Surf Music,"['Surf Music', 'MPB', 'Romântico', 'Indie', 'Reggae', 'Pop', 'Folk', 'Reggaeton', 'Clássico', 'Regional', 'Forró', 'Heavy Metal', 'Country', 'Metal', 'Soul Music']","['female','vocal','woman']",0.792,0.472,5,0,0.0316,0.3,0,0.122,0.967,97.034,178864,4,2018-06-08,202109,8512,0.15831718894562
3ade68b8g329d50b3,Chandelier (Piano Version),en,3ade68b6g3940fda3,Sia,99,Trip-Hop,"['Trip-Hop', 'Pop', 'Romântico', 'Electronica', 'Dance', 'Indie', 'Pop/Rock', 'Power-Pop', 'Soul Music', 'Chillout', 'Rock', 'Tecnopop', 'Classic Rock', 'Hip Hop', 'Black Music', 'Trilha Sonora']","['guitar','vocal','female']",0.411,0.227,10,1,0.0468,0.938,0,0.158,0.306,79.875,241693,4,2015-05-04,202109,22921,0.046671541249864
3ade68b6g3badeda3,Smells Like Teen Spirit,en,3ade68b5g4467eda3,Nirvana,90,Rock,"['Rock', 'Grunge', 'Rock Alternativo', 'Hard Rock', 'Punk Rock', 'Metal', 'Axé', 'Classic Rock', 'Indie', 'Black Music', 'Post-Rock', 'Funk', 'J-Pop/J-Rock', 'Folk', 'Blues', 'Heavy Metal', 'Piano Rock', 'R&B', 'Trilha Sonora', 'Soft Rock', 'Reggae', 'Pop/Rock', 'Gospel/Religioso', 'Forró', 'Sertanejo', 'Gótico', 'Pop/Punk', 'Hardcore', 'Funk Carioca', 'Samba', 'Emocore']","['rock','guitar','drums']",0.502,0.912,1,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4,1991-09-26,202109,1292,1.0551428835508
3ade68b8g735cdfa3,Hit The Lights,en,3ade68b7g54290ea3,Selena Gomez,56,Pop,"['Pop', 'Dance', 'Pop/Rock', 'Trilha Sonora', 'Black Music', 'Disco', 'Funk Carioca', 'Rock', 'Hard Rock', 'R&B', 'Country', 'Power-Pop', 'House', 'Sertanejo', 'Jazz', 'Gótico', 'Infantil', 'Electronica', 'Funk', 'Tecnopop', 'Forró', 'Electro Swing', 'Hip Hop', 'J-Pop/J-Rock', 'Blues', 'Clássico', 'Pop/Punk', 'Rap', 'Bossa Nova', 'Velha Guarda', 'Reggae', 'Romântico', 'Folk', 'Gospel/Religioso', 'Trip-Hop', 'Soft Rock', 'Emocore', 'MPB', 'Axé', 'Indie', 'Fado', 'Trance', 'Psicodelia', 'New Age', 'Hardcore', 'Rockabilly', 'Regional', 'Industrial', 'Surf Music', 'Jovem Guarda', 'Pagode', 'Rock Alternativo', 'Piano Rock', 'Grunge', 'Post-Rock', 'Soul Music', 'Samba', 'Heavy Metal', 'Instrumental', 'Punk Rock']","['female','pop','woman']",0.56,0.88,7,1,0.0567,0.115,0,0.299,0.573,129.97,194427,4,2011-01-01,202109,47991,0.017387436936224
3ade68b8g106cbfa3,A Year Without Rain,en,3ade68b7g54290ea3,Selena Gomez,56,Pop,"['Pop', 'Dance', 'Pop/Rock', 'Trilha Sonora', 'Black Music', 'Disco', 'Funk Carioca', 'Rock', 'Hard Rock', 'R&B', 'Country', 'Power-Pop', 'House', 'Sertanejo', 'Jazz', 'Gótico', 'Infantil', 'Electronica', 'Funk', 'Tecnopop', 'Forró', 'Electro Swing', 'Hip Hop', 'J-Pop/J-Rock', 'Blues', 'Clássico', 'Pop/Punk', 'Rap', 'Bossa Nova', 'Velha Guarda', 'Reggae', 'Romântico', 'Folk', 'Gospel/Religioso', 'Trip-Hop', 'Soft Rock', 'Emocore', 'MPB', 'Axé', 'Indie', 'Fado', 'Trance', 'Psicodelia', 'New Age', 'Hardcore', 'Rockabilly', 'Regional', 'Industrial', 'Surf Music', 'Jovem Guarda', 'Pagode', 'Rock Alternativo', 'Piano Rock', 'Grunge', 'Post-Rock', 'Soul Music', 'Samba', 'Heavy Metal', 'Instrumental', 'Punk Rock']","['female','techno','woman']",0.629,0.806,2,0,0.0442,0.0102,1.72e-05,0.112,0.409,119.966,234333,4,2010-01-01,202109,13966,0.08785231294092
3ade68b6g7cadeda3,Heart Shaped Box,en,3ade68b5g4467eda3,Nirvana,90,Rock,"['Rock', 'Grunge', 'Rock Alternativo', 'Hard Rock', 'Punk Rock', 'Metal', 'Axé', 'Classic Rock', 'Indie', 'Black Music', 'Post-Rock', 'Funk', 'J-Pop/J-Rock', 'Folk', 'Blues', 'Heavy Metal', 'Piano Rock', 'R&B', 'Trilha Sonora', 'Soft Rock', 'Reggae', 'Pop/Rock', 'Gospel/Religioso', 'Forró', 'Sertanejo', 'Gótico', 'Pop/Punk', 'Hardcore', 'Funk Carioca', 'Samba', 'Emocore']","['guitar','slow','male vocal']",0.256,0.641,1,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4,1993-09-21,202109,9358,0.14184488026919
3ade68b8ge066e0b3,Halfway (Feat. Ward Thomas),en,3ade68b6g601feda3,James Blunt,70,Pop/Rock,"['Pop/Rock', 'Romântico', 'Pop', 'Folk', 'Rock', 'Indie', 'Chillout', 'Post-Rock', 'Rock Alternativo', 'K-Pop/K-Rock', 'Pop/Punk', 'Heavy Metal', 'Blues']","['guitar','male vocal','male']",0.553,0.778,3,1,0.0486,0.14,0,0.0966,0.344,99.984,191327,4,2020-02-05,202109,178468,0.0027453847794038
3ade68b6g6dafeda3,Te Ver,pt-br,3ade68b3g8e86eda3,Skank,24,Pop/Rock,"['Pop/Rock', 'Rock', 'Pop', 'Rock Alternativo', 'MPB', 'Romântico', 'Reggae', 'Ska', 'Blues', 'Gospel/Religioso', 'Trilha Sonora', 'Axé', 'Classic Rock', 'Power-Pop', 'New Wave', 'Instrumental', 'R&B', 'Psicodelia', 'Pagode', 'Funk', 'Funk Carioca', 'Dance']","['techno','electronic','guitar']",0.766,0.451,11,1,0.102,0.0137,0.0026,0.0295,0.742,90.218,276373,4,1994-10-15,202109,6259,0.2214610388719
